,Global_active_power,Global_reactive_power,Voltage,Sub_metering_1,Sub_metering_2,Sub_metering_3,converted_Date_week,Time_h,Time_min,target
6580,1.37,0.088,240.22,0,0,0.0,51,7,4,0.0
6581,1.352,0.084,239.14,0,0,0.0,51,7,5,0.0
6582,1.358,0.088,239.95,0,0,0.0,51,7,6,0.0
6583,1.238,0.088,239.83,0,0,0.0,51,7,7,0.0
6584,1.124,0.082,240.2,0,0,0.0,51,7,8,0.0
6585,1.108,0.0,241.59,0,0,0.0,51,7,9,0.0
6586,1.074,0.0,242.01,0,0,0.0,51,7,10,0.0
6587,0.928,0.0,241.27,0,0,0.0,51,7,11,0.0
6588,0.91,0.0,241.31,0,0,0.0,51,7,12,0.0
6589,0.902,0.0,240.93,0,0,0.0,51,7,13,0.0
6590,0.802,0.046,239.89,0,0,0.0,51,7,14,0.0
6591,0.846,0.0,241.84,0,0,0.0,51,7,15,0.0
6592,1.05,0.07,241.98,0,0,0.0,51,7,16,0.0
6593,1.09,0.07,242.15,0,0,0.0,51,7,17,0.0
6594,1.216,0.07,242.0,0,0,0.0,51,7,18,0.0
6595,1.348,0.09,242.97,0,0,0.0,51,7,19,0.0
6596,0.75,0.1,243.25,0,0,0.0,51,7,20,0.0
6597,0.656,0.098,242.48,0,0,0.0,51,7,21,0.0
6598,0.66,0.104,243.91,0,0,0.0,51,7,22,0.0
6599,0.668,0.104,244.29,0,0,0.0,51,7,23,0.0
6600,0.61,0.0,245.39,0,0,0.0,51,7,24,0.0
6601,0.596,0.0,244.69,0,0,0.0,51,7,25,0.0
6602,0.59,0.0,243.65,0,0,0.0,51,7,26,0.0
6603,0.59,0.0,243.48,0,0,0.0,51,7,27,0.0
6604,0.582,0.0,243.07,0,0,0.0,51,7,28,0.0
6605,0.576,0.0,242.14,0,0,0.0,51,7,29,0.0
6606,0.58,0.0,242.06,0,0,0.0,51,7,30,0.0
6607,0.584,0.0,242.1,0,0,0.0,51,7,31,0.0
6608,0.586,0.0,242.56,0,0,0.0,51,7,32,0.0
6609,0.584,0.0,242.0,0,0,0.0,51,7,33,0.0
6610,0.578,0.0,241.71,0,0,0.0,51,7,34,0.0
6611,0.698,0.124,241.13,0,0,0.0,51,7,35,0.0
6612,3.258,0.094,239.57,0,0,0.0,51,7,36,0.0
6613,5.276,0.076,238.01,0,0,0.0,51,7,37,0.0
6614,2.788,0.1,240.63,0,0,0.0,51,7,38,0.0
6615,1.182,0.114,241.43,0,0,0.0,51,7,39,0.0
6616,1.19,0.108,240.48,0,0,0.0,51,7,40,0.0
6617,1.564,0.13,239.7,0,0,0.0,51,7,41,0.0
6618,2.52,0.134,237.97,0,0,0.0,51,7,42,0.0
6619,1.18,0.11,239.85,0,0,0.0,51,7,43,0.0
6620,1.004,0.152,239.64,0,0,0.0,51,7,44,0.0
6621,1.208,0.182,238.88,0,0,0.0,51,7,45,0.0
6622,1.284,0.18,239.36,0,0,0.0,51,7,46,0.0
6623,1.216,0.182,239.05,0,0,0.0,51,7,47,0.0
6624,1.578,0.168,238.52,0,0,0.0,51,7,48,0.0
6625,1.534,0.078,239.33,0,0,0.0,51,7,49,0.0
6626,1.534,0.078,239.57,0,0,0.0,51,7,50,0.0
6627,1.528,0.076,239.54,0,0,0.0,51,7,51,0.0
6628,1.514,0.072,238.18,0,0,0.0,51,7,52,0.0
6629,1.622,0.172,239.85,0,0,0.0,51,7,53,0.0
6630,1.74,0.194,242.83,0,0,0.0,51,7,54,0.0
6631,1.648,0.19,242.24,0,0,0.0,51,7,55,0.0
6632,1.77,0.186,241.64,0,0,0.0,51,7,56,0.0
6633,1.774,0.184,241.58,0,0,0.0,51,7,57,0.0
6634,1.854,0.18,240.9,0,0,0.0,51,7,58,0.0
6635,1.846,0.176,239.64,0,0,0.0,51,7,59,0.0
6636,1.274,0.182,241.27,0,0,0.0,51,8,0,0.0
6637,1.166,0.178,240.52,0,0,0.0,51,8,1,0.0
6638,1.044,0.098,240.58,0,0,0.0,51,8,2,0.0
6639,1.01,0.054,240.43,0,0,0.0,51,8,3,0.0
6640,1.002,0.126,240.81,0,0,0.0,51,8,4,0.0
6641,1.066,0.18,240.99,0,1,0.0,51,8,5,1.0
6642,1.238,0.172,239.5,0,1,0.0,51,8,6,1.0
6643,1.238,0.174,240.18,0,1,0.0,51,8,7,1.0
6644,1.232,0.172,239.87,0,2,0.0,51,8,8,2.0
6645,1.204,0.174,240.15,0,1,0.0,51,8,9,1.0
6646,0.918,0.18,240.63,0,2,0.0,51,8,10,2.0
6647,0.916,0.182,240.68,0,1,0.0,51,8,11,1.0
6648,0.916,0.18,240.67,0,1,0.0,51,8,12,1.0
6649,0.93,0.188,239.2,0,2,0.0,51,8,13,2.0
6650,1.01,0.308,239.6,0,1,0.0,51,8,14,1.0
6651,1.096,0.302,238.99,0,1,0.0,51,8,15,1.0
6652,1.354,0.322,239.46,0,2,0.0,51,8,16,2.0
6653,1.338,0.322,239.05,0,1,0.0,51,8,17,1.0
6654,1.18,0.308,239.05,0,2,0.0,51,8,18,2.0
6655,1.03,0.304,239.33,0,1,0.0,51,8,19,1.0
6656,0.99,0.3,238.58,0,1,0.0,51,8,20,1.0
6657,0.99,0.304,238.9,0,1,0.0,51,8,21,1.0
6658,1.002,0.31,240.1,0,2,0.0,51,8,22,2.0
6659,1.01,0.312,240.71,0,1,0.0,51,8,23,1.0
6660,1.008,0.312,240.55,0,1,0.0,51,8,24,1.0
6661,1.0,0.31,240.39,0,1,0.0,51,8,25,1.0
6662,1.004,0.314,240.71,0,2,0.0,51,8,26,2.0
6663,1.002,0.302,240.61,0,1,0.0,51,8,27,1.0
6664,0.882,0.088,241.59,0,0,0.0,51,8,28,0.0
6665,1.098,0.052,239.87,0,0,0.0,51,8,29,0.0
6666,1.144,0.048,239.13,0,0,0.0,51,8,30,0.0
6667,0.98,0.054,239.83,0,0,0.0,51,8,31,0.0
6668,1.07,0.052,239.75,0,0,0.0,51,8,32,0.0
6669,1.014,0.116,240.19,0,0,0.0,51,8,33,0.0
6670,1.02,0.16,239.99,0,0,0.0,51,8,34,0.0
6671,1.93,0.168,239.5,0,0,0.0,51,8,35,0.0
6672,2.396,0.168,238.68,0,0,0.0,51,8,36,0.0
6673,2.436,0.166,238.65,0,0,0.0,51,8,37,0.0
6674,2.448,0.17,239.61,0,0,0.0,51,8,38,0.0
6675,2.42,0.162,238.05,0,0,0.0,51,8,39,0.0
6676,2.44,0.168,238.96,0,0,0.0,51,8,40,0.0
6677,2.44,0.166,239.11,0,0,0.0,51,8,41,0.0
6678,2.888,0.098,238.38,0,0,6.0,51,8,42,6.0
6679,3.344,0.0,237.79,0,0,18.0,51,8,43,18.0
6680,3.318,0.0,237.25,0,0,18.0,51,8,44,18.0
6681,3.292,0.0,237.92,0,0,18.0,51,8,45,18.0
6682,3.266,0.0,237.3,0,0,17.0,51,8,46,17.0
6683,2.908,0.0,237.2,0,0,18.0,51,8,47,18.0
6684,1.792,0.0,238.28,0,0,17.0,51,8,48,17.0
6685,1.79,0.0,238.48,0,0,18.0,51,8,49,18.0
6686,1.81,0.0,239.43,0,0,17.0,51,8,50,17.0
6687,1.824,0.0,239.57,0,0,18.0,51,8,51,18.0
6688,1.83,0.0,239.31,0,0,17.0,51,8,52,17.0
6689,1.924,0.156,240.01,0,0,18.0,51,8,53,18.0
6690,1.62,0.096,239.4,0,0,18.0,51,8,54,18.0
6691,1.97,0.204,239.05,0,0,17.0,51,8,55,17.0
6692,1.594,0.092,238.94,0,0,18.0,51,8,56,18.0
6693,1.602,0.08,239.16,0,0,17.0,51,8,57,17.0
6694,1.656,0.082,239.1,0,0,18.0,51,8,58,18.0
6695,1.468,0.064,238.68,0,0,17.0,51,8,59,17.0
6696,1.4,0.068,239.38,0,1,18.0,51,9,0,19.0
6697,3.314,0.066,237.42,0,30,17.0,51,9,1,47.0
6710,2.508,0.152,237.82,10,8,17.0,51,9,14,35.0
6726,3.19,0.0,240.2,32,1,18.0,51,9,30,51.0
6727,1.574,0.0,240.48,1,3,18.0,51,9,31,22.0
6728,1.878,0.0,239.52,5,6,17.0,51,9,32,28.0
6729,1.648,0.0,238.98,1,4,18.0,51,9,33,23.0
6730,1.624,0.0,237.93,1,5,17.0,51,9,34,23.0
6731,1.624,0.0,237.76,1,4,17.0,51,9,35,22.0
6732,1.406,0.0,238.24,2,2,18.0,51,9,36,22.0
6733,1.36,0.052,237.91,1,0,17.0,51,9,37,18.0
6734,1.352,0.052,237.82,1,0,18.0,51,9,38,19.0
6735,1.426,0.0,237.54,1,0,17.0,51,9,39,18.0
6736,1.452,0.072,237.28,1,0,17.0,51,9,40,18.0
6737,1.462,0.076,238.21,1,0,17.0,51,9,41,18.0
6738,1.456,0.078,238.66,2,0,18.0,51,9,42,20.0
6739,1.448,0.076,238.01,1,0,17.0,51,9,43,18.0
6740,1.446,0.078,238.2,1,0,18.0,51,9,44,19.0
6741,1.446,0.078,238.13,1,0,17.0,51,9,45,18.0
6742,1.448,0.078,238.53,1,0,17.0,51,9,46,18.0
6743,1.456,0.08,239.15,2,0,18.0,51,9,47,20.0
6744,1.452,0.076,238.25,1,0,17.0,51,9,48,18.0
6745,1.456,0.08,238.76,1,0,18.0,51,9,49,19.0
6746,1.458,0.086,238.62,1,0,17.0,51,9,50,18.0
6747,1.424,0.114,238.03,1,0,18.0,51,9,51,19.0
6748,1.43,0.126,239.14,1,0,17.0,51,9,52,18.0
6749,1.416,0.12,238.86,0,0,18.0,51,9,53,18.0
6750,1.352,0.0,237.82,1,0,17.0,51,9,54,18.0
6751,1.31,0.046,238.56,0,0,17.0,51,9,55,17.0
6752,1.364,0.0,238.6,1,0,18.0,51,9,56,19.0
6753,1.366,0.0,239.06,2,0,17.0,51,9,57,19.0
6754,1.376,0.0,240.19,1,0,18.0,51,9,58,19.0
6755,1.364,0.048,239.57,1,0,18.0,51,9,59,19.0
6756,1.36,0.048,239.13,1,0,17.0,51,10,0,18.0
6757,1.376,0.0,240.67,2,0,18.0,51,10,1,20.0
6758,1.378,0.0,240.74,1,0,18.0,51,10,2,19.0
6759,1.386,0.0,240.68,1,0,17.0,51,10,3,18.0
6760,1.326,0.0,240.11,1,0,18.0,51,10,4,19.0
6761,1.372,0.0,239.89,1,0,18.0,51,10,5,19.0
6762,3.032,0.06,237.97,27,0,17.0,51,10,6,44.0
6766,3.598,0.0,236.65,37,0,17.0,51,10,10,54.0
6768,3.596,0.0,236.8,37,0,17.0,51,10,12,54.0
6769,3.57,0.0,236.1,37,0,17.0,51,10,13,54.0
6770,3.556,0.0,235.35,37,0,17.0,51,10,14,54.0
6772,3.488,0.07,235.52,37,0,17.0,51,10,16,54.0
6773,3.532,0.0,235.57,37,0,17.0,51,10,17,54.0
6777,1.954,0.198,239.74,10,1,18.0,51,10,21,29.0
6778,1.492,0.198,240.3,0,1,17.0,51,10,22,18.0
6779,1.488,0.198,240.02,0,2,18.0,51,10,23,20.0
6780,1.49,0.202,240.11,0,1,18.0,51,10,24,19.0
6781,1.498,0.232,239.23,0,2,17.0,51,10,25,19.0
6782,1.482,0.202,239.28,1,1,18.0,51,10,26,20.0
6783,1.474,0.196,239.34,0,2,17.0,51,10,27,19.0
6784,1.472,0.194,239.43,0,1,18.0,51,10,28,19.0
6785,1.478,0.198,240.09,0,1,17.0,51,10,29,18.0
6786,1.484,0.202,240.7,0,2,18.0,51,10,30,20.0
6787,1.48,0.2,240.53,0,1,18.0,51,10,31,19.0
6788,1.476,0.2,240.43,0,1,18.0,51,10,32,19.0
6789,1.47,0.198,240.0,0,2,17.0,51,10,33,19.0
6790,1.474,0.212,239.54,0,1,18.0,51,10,34,19.0
6791,1.41,0.098,239.56,0,1,17.0,51,10,35,18.0
6792,1.38,0.066,240.48,0,2,18.0,51,10,36,20.0
6793,1.396,0.072,241.94,0,1,18.0,51,10,37,19.0
6794,1.396,0.07,242.06,0,1,18.0,51,10,38,19.0
6795,1.394,0.07,241.89,0,1,18.0,51,10,39,19.0
6796,1.392,0.07,241.7,0,2,18.0,51,10,40,20.0
6797,1.36,0.0,241.97,0,0,18.0,51,10,41,18.0
6798,1.322,0.05,241.99,0,0,17.0,51,10,42,17.0
6799,1.322,0.05,241.82,0,0,18.0,51,10,43,18.0
6800,1.312,0.052,241.0,0,0,18.0,51,10,44,18.0
6801,1.314,0.052,241.06,0,0,18.0,51,10,45,18.0
6802,1.312,0.052,240.95,0,0,18.0,51,10,46,18.0
6803,1.314,0.052,241.11,0,0,17.0,51,10,47,17.0
6804,1.318,0.05,241.56,0,0,18.0,51,10,48,18.0
6805,1.322,0.05,241.9,0,0,18.0,51,10,49,18.0
6806,0.95,0.046,241.9,0,0,13.0,51,10,50,13.0
6807,0.244,0.0,242.16,0,0,0.0,51,10,51,0.0
6808,0.242,0.0,241.74,0,0,0.0,51,10,52,0.0
6809,0.242,0.0,241.61,0,0,0.0,51,10,53,0.0
6810,0.242,0.0,241.28,0,0,0.0,51,10,54,0.0
6811,0.24,0.0,240.41,0,0,0.0,51,10,55,0.0
6812,0.24,0.0,240.27,0,0,0.0,51,10,56,0.0
6813,0.24,0.046,239.81,0,0,0.0,51,10,57,0.0
6814,0.242,0.0,240.89,0,0,0.0,51,10,58,0.0
6815,0.24,0.0,240.83,0,0,0.0,51,10,59,0.0
6816,0.31,0.0,240.77,0,0,0.0,51,11,0,0.0
6817,0.446,0.196,241.02,0,0,0.0,51,11,1,0.0
6818,0.424,0.192,240.8,0,0,0.0,51,11,2,0.0
6819,0.422,0.192,240.44,0,0,0.0,51,11,3,0.0
6820,0.418,0.192,240.68,0,0,0.0,51,11,4,0.0
6821,0.414,0.186,239.56,0,0,0.0,51,11,5,0.0
6822,0.414,0.188,239.66,0,0,0.0,51,11,6,0.0
6823,0.416,0.186,239.42,0,0,0.0,51,11,7,0.0
6824,0.394,0.154,239.83,0,0,0.0,51,11,8,0.0
6825,0.338,0.088,240.03,0,0,0.0,51,11,9,0.0
6826,0.336,0.084,239.49,0,0,0.0,51,11,10,0.0
6827,0.334,0.084,239.53,0,0,0.0,51,11,11,0.0
6828,0.588,0.088,240.96,0,0,0.0,51,11,12,0.0
6829,1.678,0.066,239.01,0,0,0.0,51,11,13,0.0
6830,0.974,0.12,239.62,0,0,0.0,51,11,14,0.0
6831,0.562,0.0,240.02,0,0,0.0,51,11,15,0.0
6832,0.25,0.0,240.32,0,0,0.0,51,11,16,0.0
6833,0.24,0.0,240.57,0,0,0.0,51,11,17,0.0
6834,0.242,0.0,241.13,0,0,0.0,51,11,18,0.0
6835,0.244,0.0,242.05,0,0,0.0,51,11,19,0.0
6836,0.244,0.0,242.08,0,0,0.0,51,11,20,0.0
6837,0.242,0.0,241.67,0,0,0.0,51,11,21,0.0
6838,0.244,0.0,242.29,0,0,0.0,51,11,22,0.0
6841,0.246,0.0,241.74,0,0,0.0,51,11,25,0.0
6842,0.246,0.0,241.83,0,0,0.0,51,11,26,0.0
6843,0.244,0.0,240.96,0,0,0.0,51,11,27,0.0
6844,0.244,0.0,241.37,0,0,0.0,51,11,28,0.0
6845,0.244,0.0,241.33,0,0,0.0,51,11,29,0.0
6846,0.244,0.0,241.76,0,0,0.0,51,11,30,0.0
6847,0.242,0.0,241.6,0,0,0.0,51,11,31,0.0
6848,0.244,0.0,241.85,0,0,0.0,51,11,32,0.0
6849,0.244,0.0,241.97,0,0,0.0,51,11,33,0.0
6850,0.242,0.0,241.7,0,0,0.0,51,11,34,0.0
6851,0.244,0.0,242.17,0,0,0.0,51,11,35,0.0
6852,0.244,0.0,241.77,0,0,0.0,51,11,36,0.0
6853,0.242,0.0,241.6,0,0,0.0,51,11,37,0.0
6854,0.334,0.054,241.81,0,0,0.0,51,11,38,0.0
6855,0.354,0.094,242.09,0,0,0.0,51,11,39,0.0
6856,0.35,0.094,241.77,0,0,0.0,51,11,40,0.0
6857,0.35,0.096,242.65,0,0,0.0,51,11,41,0.0
6858,0.348,0.098,242.71,0,0,0.0,51,11,42,0.0
6859,0.346,0.098,242.9,0,0,0.0,51,11,43,0.0
6860,0.344,0.096,242.35,0,0,0.0,51,11,44,0.0
6861,0.344,0.096,242.47,0,0,0.0,51,11,45,0.0
6862,0.344,0.098,243.14,0,0,0.0,51,11,46,0.0
6863,0.344,0.102,243.71,0,0,0.0,51,11,47,0.0
6864,0.334,0.112,244.3,0,0,0.0,51,11,48,0.0
6865,0.954,0.318,243.66,0,0,0.0,51,11,49,0.0
6866,1.368,0.404,242.85,0,0,0.0,51,11,50,0.0
6867,1.996,0.548,241.26,0,0,0.0,51,11,51,0.0
6868,1.946,0.522,241.33,0,0,0.0,51,11,52,0.0
6869,1.84,0.408,242.28,0,0,0.0,51,11,53,0.0
6870,1.804,0.376,241.68,0,0,0.0,51,11,54,0.0
6871,1.778,0.362,241.77,0,0,0.0,51,11,55,0.0
6872,1.364,0.292,242.6,0,0,0.0,51,11,56,0.0
6873,0.298,0.094,244.09,0,0,0.0,51,11,57,0.0
6874,0.296,0.092,243.87,0,0,0.0,51,11,58,0.0
6875,0.23,0.0,244.21,0,0,0.0,51,11,59,0.0
6876,0.222,0.0,243.65,0,0,0.0,51,12,0,0.0
6877,0.224,0.0,244.0,0,0,0.0,51,12,1,0.0
6878,0.226,0.0,244.43,0,0,0.0,51,12,2,0.0
6879,0.228,0.0,244.94,0,0,0.0,51,12,3,0.0
6880,0.228,0.0,245.11,0,0,0.0,51,12,4,0.0
6881,0.23,0.0,245.49,0,0,0.0,51,12,5,0.0
6882,0.226,0.0,244.4,0,0,0.0,51,12,6,0.0
6883,0.228,0.0,245.08,0,0,0.0,51,12,7,0.0
6884,0.228,0.0,244.38,0,0,0.0,51,12,8,0.0
6885,0.226,0.0,243.51,0,0,0.0,51,12,9,0.0
6886,1.136,0.212,242.63,0,0,0.0,51,12,10,0.0
6887,1.068,0.168,243.06,0,0,0.0,51,12,11,0.0
6888,0.226,0.0,243.95,0,0,0.0,51,12,12,0.0
6889,0.226,0.0,243.31,0,0,0.0,51,12,13,0.0
6890,0.226,0.0,244.17,0,0,0.0,51,12,14,0.0
6891,0.226,0.0,243.88,0,0,0.0,51,12,15,0.0
6892,0.226,0.0,244.26,0,0,0.0,51,12,16,0.0
6893,0.226,0.0,244.33,0,0,0.0,51,12,17,0.0
6894,0.324,0.09,243.27,0,0,0.0,51,12,18,0.0
6895,0.336,0.122,243.51,0,0,0.0,51,12,19,0.0
6896,0.33,0.12,242.78,0,0,0.0,51,12,20,0.0
6897,0.33,0.122,243.4,0,0,0.0,51,12,21,0.0
6898,0.33,0.126,244.43,0,0,0.0,51,12,22,0.0
6899,0.332,0.128,244.72,0,0,0.0,51,12,23,0.0
6900,0.326,0.126,244.08,0,0,0.0,51,12,24,0.0
6901,0.326,0.126,244.3,0,0,0.0,51,12,25,0.0
6902,0.324,0.122,243.55,0,0,0.0,51,12,26,0.0
6903,1.494,0.106,242.81,0,0,0.0,51,12,27,0.0
6904,0.538,0.12,243.73,0,0,0.0,51,12,28,0.0
6905,0.324,0.122,243.65,0,0,0.0,51,12,29,0.0
6906,0.326,0.122,243.89,0,0,0.0,51,12,30,0.0
6907,0.334,0.122,243.72,0,0,0.0,51,12,31,0.0
6908,0.32,0.084,244.95,0,0,0.0,51,12,32,0.0
6909,0.374,0.112,242.31,0,1,0.0,51,12,33,1.0
6910,1.194,0.114,241.54,0,1,0.0,51,12,34,1.0
6911,0.31,0.104,241.66,0,2,0.0,51,12,35,2.0
6912,0.31,0.106,242.03,0,1,0.0,51,12,36,1.0
6913,0.31,0.106,242.06,0,2,0.0,51,12,37,2.0
6914,0.31,0.108,242.31,0,1,0.0,51,12,38,1.0
6915,0.34,0.126,241.96,0,2,0.0,51,12,39,2.0
6916,0.38,0.206,241.11,0,1,0.0,51,12,40,1.0
6917,0.382,0.208,241.37,0,1,0.0,51,12,41,1.0
6918,0.388,0.208,241.72,0,2,0.0,51,12,42,2.0
6919,0.38,0.206,241.25,0,1,0.0,51,12,43,1.0
6920,0.388,0.21,242.24,0,2,0.0,51,12,44,2.0
6921,0.38,0.21,242.04,0,1,0.0,51,12,45,1.0
6922,0.636,0.3,241.59,0,1,0.0,51,12,46,1.0
6923,0.874,0.404,241.44,0,5,0.0,51,12,47,5.0
6924,2.634,0.278,239.81,0,38,0.0,51,12,48,38.0
6925,2.096,0.284,240.52,0,31,0.0,51,12,49,31.0
6926,2.614,0.266,240.02,0,37,0.0,51,12,50,37.0
6927,2.222,0.288,240.79,0,33,0.0,51,12,51,33.0
6928,2.48,0.264,240.37,0,34,0.0,51,12,52,34.0
6929,2.624,0.288,240.72,0,38,0.0,51,12,53,38.0
6930,2.602,0.266,240.31,0,38,0.0,51,12,54,38.0
6931,2.604,0.284,239.98,0,38,0.0,51,12,55,38.0
6932,2.586,0.262,239.69,0,38,0.0,51,12,56,38.0
6933,2.552,0.208,239.58,0,38,0.0,51,12,57,38.0
6934,2.516,0.146,239.92,0,36,0.0,51,12,58,36.0
6935,2.542,0.17,240.74,0,37,0.0,51,12,59,37.0
6936,2.54,0.154,241.34,0,37,0.0,51,13,0,37.0
6937,2.554,0.174,241.46,0,37,0.0,51,13,1,37.0
6938,2.492,0.086,241.19,0,37,0.0,51,13,2,37.0
6939,2.454,0.0,241.03,0,37,0.0,51,13,3,37.0
6940,2.452,0.0,241.53,0,37,0.0,51,13,4,37.0
6941,2.466,0.0,241.67,0,38,0.0,51,13,5,38.0
6942,2.434,0.0,240.53,0,36,0.0,51,13,6,36.0
6943,2.454,0.0,240.95,0,38,0.0,51,13,7,38.0
6944,2.442,0.0,240.89,0,36,0.0,51,13,8,36.0
6945,2.442,0.0,240.31,0,37,0.0,51,13,9,37.0
6946,2.418,0.0,239.6,0,37,0.0,51,13,10,37.0
6947,2.438,0.0,240.15,0,37,0.0,51,13,11,37.0
6948,2.43,0.0,240.31,0,36,0.0,51,13,12,36.0
6949,2.452,0.0,240.84,0,37,0.0,51,13,13,37.0
6950,2.048,0.0,241.22,0,32,0.0,51,13,14,32.0
6951,1.438,0.0,241.36,0,19,0.0,51,13,15,19.0
6952,2.43,0.0,240.32,0,37,0.0,51,13,16,37.0
6953,2.44,0.0,240.22,0,37,0.0,51,13,17,37.0
6954,2.31,0.0,240.33,0,35,0.0,51,13,18,35.0
6955,1.238,0.05,242.3,0,17,0.0,51,13,19,17.0
6956,2.384,0.0,241.03,0,35,0.0,51,13,20,35.0
6957,2.364,0.0,240.89,0,37,0.0,51,13,21,37.0
6958,1.226,0.0,242.17,0,17,0.0,51,13,22,17.0
6959,2.364,0.0,241.32,0,34,0.0,51,13,23,34.0
6960,2.02,0.0,241.23,0,31,0.0,51,13,24,31.0
6961,1.472,0.048,242.14,0,20,0.0,51,13,25,20.0
6962,2.436,0.0,240.62,0,37,0.0,51,13,26,37.0
6963,1.506,0.0,241.94,0,22,0.0,51,13,27,22.0
6964,1.988,0.112,241.38,0,27,0.0,51,13,28,27.0
6965,2.028,0.164,241.16,0,28,0.0,51,13,29,28.0
6966,1.728,0.162,242.04,0,25,0.0,51,13,30,25.0
6967,1.612,0.262,242.35,0,18,0.0,51,13,31,18.0
6968,2.304,0.26,241.68,0,33,0.0,51,13,32,33.0
6969,1.33,0.29,243.33,0,15,0.0,51,13,33,15.0
6970,2.464,0.262,242.18,0,35,0.0,51,13,34,35.0
6971,1.182,0.284,242.33,0,13,0.0,51,13,35,13.0
6972,2.396,0.256,241.1,0,34,0.0,51,13,36,34.0
6973,0.9,0.29,242.83,0,9,0.0,51,13,37,9.0
6974,0.602,0.28,243.03,0,3,0.0,51,13,38,3.0
6975,0.512,0.188,242.89,0,4,0.0,51,13,39,4.0
6976,0.534,0.18,242.97,0,3,0.0,51,13,40,3.0
6977,0.51,0.19,243.44,0,4,0.0,51,13,41,4.0
6978,0.496,0.126,243.63,0,3,0.0,51,13,42,3.0
6979,0.428,0.052,242.75,0,4,0.0,51,13,43,4.0
6980,0.426,0.0,243.27,0,3,0.0,51,13,44,3.0
6981,0.324,0.0,243.21,0,2,0.0,51,13,45,2.0
6982,0.222,0.0,242.68,0,0,0.0,51,13,46,0.0
6983,1.308,0.0,241.72,0,0,16.0,51,13,47,16.0
6984,1.328,0.0,241.21,0,0,18.0,51,13,48,18.0
6985,1.338,0.0,241.79,0,1,18.0,51,13,49,19.0
6986,1.308,0.0,241.65,0,0,18.0,51,13,50,18.0
6987,1.33,0.0,242.38,0,0,19.0,51,13,51,19.0
6988,1.314,0.0,242.85,0,0,18.0,51,13,52,18.0
6989,1.332,0.0,242.94,0,0,18.0,51,13,53,18.0
6990,1.308,0.0,242.56,0,0,18.0,51,13,54,18.0
6991,1.326,0.0,242.46,0,1,18.0,51,13,55,19.0
6992,1.312,0.0,242.68,0,0,18.0,51,13,56,18.0
6993,1.328,0.0,243.2,0,0,18.0,51,13,57,18.0
6994,1.328,0.0,242.94,0,0,18.0,51,13,58,18.0
6995,1.304,0.0,242.35,0,0,18.0,51,13,59,18.0
6996,1.33,0.0,243.11,0,1,18.0,51,14,0,19.0
6997,1.33,0.0,244.47,0,0,19.0,51,14,1,19.0
6998,1.366,0.0,245.68,0,0,18.0,51,14,2,18.0
6999,1.344,0.0,245.55,0,0,19.0,51,14,3,19.0
7000,1.36,0.0,245.33,0,0,18.0,51,14,4,18.0
7001,1.342,0.0,245.54,0,0,18.0,51,14,5,18.0
7002,1.34,0.0,243.45,0,1,19.0,51,14,6,20.0
7003,1.32,0.0,243.52,0,0,18.0,51,14,7,18.0
7004,1.422,0.076,242.76,0,0,18.0,51,14,8,18.0
7005,1.42,0.11,242.76,0,0,18.0,51,14,9,18.0
7006,2.244,0.11,242.49,0,0,18.0,51,14,10,18.0
7007,4.216,0.082,239.97,0,0,17.0,51,14,11,17.0
7008,4.248,0.088,240.45,0,1,18.0,51,14,12,19.0
7009,2.972,0.21,239.4,0,1,18.0,51,14,13,19.0
7010,1.53,0.234,241.6,0,2,18.0,51,14,14,20.0
7011,1.56,0.232,242.45,0,1,18.0,51,14,15,19.0
7012,1.574,0.234,241.82,0,2,17.0,51,14,16,19.0
7013,1.552,0.23,241.78,0,2,18.0,51,14,17,20.0
7014,1.572,0.236,242.23,0,1,18.0,51,14,18,19.0
7015,1.556,0.234,242.56,0,2,18.0,51,14,19,20.0
7016,1.58,0.246,243.78,0,2,18.0,51,14,20,20.0
7017,1.558,0.242,243.93,0,1,19.0,51,14,21,20.0
7018,1.502,0.136,243.45,0,2,18.0,51,14,22,20.0
7019,1.454,0.098,243.08,0,1,18.0,51,14,23,19.0
7020,1.468,0.102,242.69,0,2,18.0,51,14,24,20.0
7021,1.508,0.166,242.35,0,1,18.0,51,14,25,19.0
7022,1.538,0.21,242.65,0,2,18.0,51,14,26,20.0
7023,1.102,0.208,242.52,0,1,12.0,51,14,27,13.0
7024,0.446,0.222,243.91,0,2,0.0,51,14,28,2.0
7025,0.452,0.228,244.51,0,1,0.0,51,14,29,1.0
7026,0.436,0.224,244.62,0,2,0.0,51,14,30,2.0
7027,0.454,0.226,244.1,0,1,0.0,51,14,31,1.0
7028,0.428,0.218,243.72,0,2,0.0,51,14,32,2.0
7029,0.392,0.138,243.33,0,1,0.0,51,14,33,1.0
7030,0.354,0.106,242.36,0,2,0.0,51,14,34,2.0
7031,0.374,0.11,242.48,0,1,0.0,51,14,35,1.0
7032,0.352,0.106,242.65,0,1,0.0,51,14,36,1.0
7033,0.356,0.082,242.95,0,2,0.0,51,14,37,2.0
7034,0.282,0.0,243.83,0,0,0.0,51,14,38,0.0
7035,0.302,0.0,244.32,0,0,0.0,51,14,39,0.0
7036,0.284,0.0,245.02,0,0,0.0,51,14,40,0.0
7037,0.298,0.0,242.83,0,0,0.0,51,14,41,0.0
7038,0.282,0.0,243.28,0,0,0.0,51,14,42,0.0
